Q216400,Q2229738
Q239944,Q1631416
Q458077,Q1631416
Q337373,Q7084464
Q21099607,Q5015931
Q372505,Q3822080
Q316138,Q7732221
Q237420,Q3208673
Q24217561,Q5016294
Q720408,Q18042815
Q11874841,Q11894050
Q1403,Q1632269
Q317491,Q3822095
Q5044537,Q5016298
Q314993,Q3208682
Q268755,Q11894067
Q720408,Q18042816
Q38082,Q1632505
Q729121,Q7084507
Q3036220,Q3822099
Q347912,Q5016334
Q3490966,Q11894093
Q9711,Q3208707
Q5302014,Q7732226
Q18002986,Q18042824
Q193346,Q1632844
Q276032,Q7084608
Q369469,Q3822128
Q473030,Q3208710
Q3528626,Q5016467
Q961263,Q1632884
Q536012,Q7084871
Q3707170,Q3822138
Q6755819,Q5016473
Q1238574,Q3208718
Q334252,Q7732256
Q207036,Q1633087
Q17351353,Q18043249
Q495754,Q7084925
Q337384,Q3822139
Q215665,Q3208727
Q170509,Q5016492
Q5522961,Q7732257
Q229403,Q1633092
Q4592627,Q18043315
Q588653,Q7084993
Q36951,Q3822145
Q637306,Q5016788
Q3419553,Q3208736
Q1289151,Q1633953
Q211542,Q11894185
Q3344763,Q18043319
Q918937,Q5016954
Q7817571,Q7084998
Q544207,Q3822152
Q933045,Q7732265
Q7197,Q3208762
Q378133,Q18043329
Q311037,Q11894198
Q21099688,Q5016957
Q518359,Q7085053
Q44593,Q7732266
Q44461,Q1634176
Q269982,Q3822155
Q3479336,Q3208764
Q2460704,Q18043349
Q6253345,Q7732270
Q272019,Q7732270
Q1347607,Q1634489
Q134898,Q5017236
Q1163891,Q3208777
Q185085,Q3822183
Q3245057,Q18043360
Q7245,Q7085223
Q6120271,Q5017340
Q256821,Q1634799
Q6186188,Q7732285
Q2470299,Q3208787
Q3949498,Q3822187
Q210669,Q18051878
Q334952,Q1635049
Q4977814,Q7732287
Q962336,Q5017344
Q922071,Q7085224
Q128790,Q3208789
Q184440,Q3822191
Q1384905,Q18054580
Q259530,Q1635110
Q5200153,Q7085310
Q2982625,Q5017356
Q44183,Q3822200
Q134798,Q18054900
Q363870,Q3208790
Q44183,Q1635848
Q4965445,Q7085429
Q997875,Q5017566
Q271814,Q3822201
Q1384905,Q18054903
Q171091,Q3208850
Q242162,Q7732318
Q261223,Q11894588
Q40826,Q1636184
Q15512037,Q7085457
Q1909623,Q5017607
Q214115,Q3822227
Q380265,Q18055031
Q316138,Q7732320
Q1805285,Q7085572
Q5512567,Q5017741
Q372182,Q18058802
Q75612,Q3822249
Q201732,Q3208856
Q34189,Q1636678
Q216896,Q7085830
Q345117,Q11894629
Q7176,Q5017794
Q93624,Q3822255
Q17351522,Q18059065
Q2495863,Q3208861
Q856014,Q1636948
Q4119359,Q7086669
Q4119490,Q5018236
Q2470299,Q3822271
Q315346,Q7732339
Q18059134,Q18059128
Q18061250,Q18059128
Q2470299,Q3208875
Q12023705,Q7086721
Q193346,Q1637394
Q2280676,Q3822314
Q172684,Q7732360
Q60093,Q5018876
Q2753127,Q18059947
Q1984946,Q3208902
Q118973,Q1637474
Q6396491,Q7087109
Q455510,Q3822355
Q582476,Q7732442
Q13364975,Q18061586
Q211542,Q11894766
Q18338416,Q5018879
Q3086462,Q3208913
Q45723,Q1637720
Q262712,Q7087170
Q234989,Q3822357
Q16990555,Q11894788
Q6272159,Q18062234
Q706571,Q5018893
Q1001,Q7732470
Q358188,Q3822375
Q39829,Q1637730
Q570810,Q7087906
Q49065,Q18071862
Q254516,Q5018904
Q4722343,Q7732510
Q557512,Q3822396
Q10312711,Q7088016
Q709723,Q18076857
Q39829,Q1637738
Q5481321,Q5019322
Q218679,Q3208942
Q7241,Q7732513
Q4975934,Q7088022
Q4317283,Q18081659
Q44534,Q3822399
Q6483502,Q5019498
Q81685,Q3208946
Q46248,Q1637773
Q232359,Q7088060
Q6137083,Q3822421
Q316138,Q7732542
Q86520,Q18085883
Q6215618,Q5019512
Q168040,Q1638148
Q2365739,Q7732547
Q6142591,Q5019811
Q470468,Q3822426
Q115243,Q18086107
Q1325,Q1638194
Q2927179,Q3208950
Q1261910,Q11895378
Q295524,Q7089969
Q1453687,Q5019855
Q2851006,Q18086110
Q188440,Q3822434
Q764800,Q7732551
Q304874,Q7090076
Q6950,Q1638237
Q354888,Q3208951
Q3765737,Q3822435
Q3051227,Q5019856
Q2851006,Q18086113
Q81447,Q3208971
Q1732467,Q1638532
Q2743660,Q18086571
Q106465,Q5019858
Q134456,Q3822436
Q154756,Q1638837
Q443062,Q7090719
Q315059,Q3208972
Q8073350,Q5020456
Q16129095,Q18086707
Q1797771,Q7732572
Q440100,Q3822446
Q1984946,Q3208982
Q350734,Q7090881
Q313193,Q1639029
Q1175302,Q7732579
Q4793993,Q5021510
Q1710229,Q18086930
Q425821,Q3822467
Q55245,Q7090886
Q38337,Q1639633
Q42037,Q3208984
Q555358,Q11895573
Q1285419,Q5021517
Q462874,Q7732585
Q316431,Q3822482
Q1710229,Q18086931
Q4730637,Q7090904
Q313193,Q1639810
Q1797771,Q7732587
Q2749408,Q5021539
Q301372,Q3822495
Q47114612,Q7090905
Q47114620,Q7090905
Q1710229,Q18086932
Q177411,Q1639851
Q7787453,Q7732592
Q3132932,Q3208997
Q21099692,Q5021547
Q3893595,Q3822504
Q1710229,Q18086933
Q2634998,Q7732619
Q3275839,Q7732619
Q721999,Q1640384
Q291890,Q3209000
Q718463,Q5021554
Q1710229,Q18086934
Q154756,Q3822544
Q123010,Q7090910
Q4807349,Q7732620
Q272610,Q1640710
Q193368,Q5021562
Q944409,Q3209005
Q334219,Q3822556
Q318399,Q7732627
Q298685,Q7090912
Q1710229,Q18086935
Q558295,Q1640897
Q11858263,Q11895650
Q246722,Q3209028
Q1691383,Q3822559
Q178100,Q7090933
Q217619,Q7732638
Q1710229,Q18086936
Q11758,Q1641283
Q743079,Q5021621
Q3094002,Q3209036
Q66107,Q7090936
Q2606624,Q3822561
Q2335415,Q7732644
Q4118924,Q11895775
Q1710229,Q18086938
Q123078,Q1641639
Q579220,Q5021637
Q1130219,Q3822566
Q3170380,Q3209039
Q1173222,Q7090940
Q1710229,Q18086939
Q313246,Q1642719
Q1443070,Q5021715
Q3893778,Q3822643
Q3849117,Q3822643
Q269927,Q7090951
Q3434634,Q3209062
Q551757,Q1643561
Q762799,Q7732664
Q1710229,Q18086940
Q1443070,Q5021717
Q1179618,Q3822646
Q350404,Q3209073
Q57085,Q7090954
Q3293969,Q7732666
Q314553,Q1645333
Q1710229,Q18086941
Q5611685,Q5021876
Q643408,Q3209087
Q9215,Q7090959
Q5214665,Q7732684
Q230591,Q1645466
Q1710229,Q18086942
Q337351,Q3822669
Q5108453,Q5022150
Q6962746,Q7090966
Q128790,Q3209090
Q272610,Q1645692
Q23434,Q18087958
Q273210,Q7732695
Q4394477,Q5022188
Q67308,Q3822680
Q312632,Q1645751
Q2956316,Q3209097
Q745396,Q7090985
Q457171,Q3822692
Q271936,Q18088624
Q6171588,Q5022194
Q47117253,Q7732700
Q3165796,Q3209098
Q957543,Q1647006
Q434281,Q1647006
Q3806687,Q1647006
Q1507860,Q1647006
Q1644911,Q1647006
Q591807,Q1647006
Q498915,Q1647006
Q2535381,Q18089000
Q458860,Q7732704
Q233033,Q3822693
Q353137,Q3822693
Q708157,Q5023007
Q5239002,Q1647059
Q1392055,Q3822730
Q6962746,Q7732710
Q1596073,Q18089137
Q7154252,Q5023033
Q179695,Q1647139
Q707796,Q3209114
Q336881,Q7090990
Q5406549,Q11896132
Q466290,Q18093017
Q337351,Q3822742
Q6830889,Q5025097
Q312407,Q1648409
Q7197,Q3209116
Q6120127,Q7732715
Q448776,Q7090992
Q3938376,Q3822743
Q314975,Q1648784
Q3123126,Q7732716
Q7352595,Q5025834
Q324054,Q3209118
Q5816,Q7091003
Q3827790,Q3822759
Q268181,Q1649136
Q174568,Q7732719
Q17293,Q3209120
Q2000229,Q5025936
Q370921,Q3822780
Q449797,Q7091004
Q266173,Q1649484
Q778711,Q1649484
Q1376734,Q3209122
Q21099716,Q5025965
Q105756,Q1649823
Q5145353,Q7091005
Q187872,Q3822784
Q11850164,Q11896602
Q11892228,Q11896602
Q927,Q3209135
Q739255,Q18093579
Q180377,Q1649862
Q316313,Q7732721
Q211029,Q7091018
Q232260,Q3822790
Q6662716,Q5025991
Q6387189,Q1651682
Q937,Q7732729
Q298051,Q3209139
Q13403228,Q18104955
Q3751772,Q7091025
Q5445361,Q7091025
Q1094348,Q3822794
Q6833098,Q5026004
Q205927,Q7732734
Q220450,Q1651723
Q2272484,Q3209140
Q155183,Q18104963
Q3119422,Q3822796
Q3070939,Q5026017
Q315677,Q3209147
Q11871841,Q11897025
Q1173222,Q7091027
Q275392,Q1651862
Q588653,Q7732741
Q455780,Q3822797
Q268755,Q11897139
Q270705,Q7091033
Q257261,Q5026574
Q316138,Q3209150
Q259317,Q7732745
Q527073,Q1652534
Q267748,Q3822825
Q216896,Q3209152
Q372505,Q7732767
Q2754186,Q18109559
Q1130896,Q3822871
Q468851,Q3209154
Q2491590,Q5027703
Q3497874,Q7732774
Q6765167,Q7091057
Q4864559,Q18111176
Q465681,Q3209158
Q4117080,Q5027761
Q312632,Q11897219
Q2470299,Q3822872
Q17402765,Q18111186
Q1165276,Q1653737
Q14949526,Q7091071
Q2965141,Q3209163
Q3807864,Q5027938
Q334219,Q3822880
Q558425,Q7732780
Q1233528,Q11897366
Q23446,Q11897366
Q859,Q1653767
Q2022,Q3822884
Q15524996,Q5028835
Q3734617,Q11897458
Q1173398,Q7091078
Q551570,Q3209167
Q5238959,Q7732786
Q264158,Q3822888
Q6173556,Q5028975
Q552025,Q1655908
Q140201,Q3209168
Q80900,Q7732793
Q43216,Q7091086
Q34743,Q18112421
Q7284377,Q11897462
Q543915,Q1656266
Q779144,Q3209171
Q6828072,Q7091089
Q13737321,Q18113908
Q15485192,Q5029053
Q4319569,Q11897463
Q550614,Q7732797
Q665768,Q3822905
Q1896281,Q1656276
Q22750,Q3209181
Q1344250,Q5029070
Q7605796,Q7091098
Q1559907,Q18113914
Q316313,Q7732808
Q4441391,Q7732808
Q57477,Q1656310
Q157326,Q3822907
Q72653,Q3209187
Q333246,Q5029105
Q2329943,Q7732812
Q15928217,Q18114024
Q938475,Q7091107
Q315072,Q3209221
Q3862781,Q3822943
Q123242,Q1656333
Q318399,Q5029115
Q13403228,Q18114033
Q552025,Q1657246
Q274297,Q3209230
Q419060,Q7091108
Q3894435,Q3822989
Q21099830,Q5029220
Q260730,Q7732826
Q309974,Q3209233
Q1248427,Q5029348
Q57971,Q1657842
Q5816,Q7091114
Q327325,Q18114068
Q543836,Q3209248
Q3339804,Q3822990
Q705090,Q7091133
Q381656,Q1657953
Q3110133,Q5029461
Q657901,Q7732840
Q13364975,Q18114104
Q437516,Q3822991
Q6318053,Q11897591
Q14915314,Q27039269
Q5608,Q1658017
Q50020,Q7091134
Q6830978,Q7732843
Q3647310,Q3822996
Q455349,Q5029931
Q2470299,Q3209257
Q765230,Q1658996
Q2886798,Q7732844
Q467404,Q3822999
Q12050204,Q18115286
Q6249977,Q5030337
Q160783,Q3209270
Q83566,Q1659326
Q11887367,Q11897844
Q178698,Q7091167
Q3158118,Q3209275
Q1394078,Q18117366
Q266637,Q27044276
Q983243,Q1659347
Q260730,Q7732862
Q2893079,Q3823002
Q740969,Q7091189
Q336010,Q3209306
Q83566,Q1659444
Q153761,Q27044649
Q6099831,Q7732890
Q538638,Q3823045
Q311401,Q5030946
Q207544,Q1659447
Q472568,Q3209310
Q1098537,Q18120456
Q962160,Q7091195
Q25320,Q27044650
Q2151644,Q7732893
Q311671,Q3823072
Q312579,Q5030993
Q1773063,Q7732894
Q357839,Q1659714
Q1345582,Q18120925
Q462356,Q3209314
Q3663581,Q3823075
Q3048295,Q27044652
Q559409,Q7091247
Q186561,Q18121180
Q185406,Q5031031
Q4683446,Q7732895
Q313981,Q1660324
Q42037,Q3209320
Q36878,Q18121635
Q3847521,Q3823090
Q561479,Q27044654
Q1995154,Q7091260
Q714175,Q1660401
Q6659928,Q5031061
Q3130378,Q3209326
Q35064,Q3823144
Q543442,Q18121704
Q42037,Q7091271
Q49074,Q5031208
Q260730,Q7732899
Q363810,Q1660753
Q2100556,Q3209333
Q12706,Q27044655
Q525798,Q3823147
Q445740,Q7091315
Q543442,Q18121721
Q345858,Q5031906
Q4718062,Q1661280
Q924159,Q27044656
Q3083609,Q3209359
Q1773063,Q3823159
Q2685,Q11898272
Q682767,Q5031940
Q84386,Q27044658
Q69664,Q1664415
Q707796,Q7732903
Q1773063,Q3823161
Q2470279,Q3209395
Q381994,Q7091322
Q4221522,Q5031992
Q23434,Q1664485
Q766716,Q27044659
Q16150551,Q7732908
Q1163891,Q3209402
Q9554,Q7091325
Q1773063,Q3823166
Q3267059,Q5032040
Q1240467,Q7732912
Q233424,Q27044660
Q1894829,Q1664491
Q353866,Q3209416
Q6106275,Q7091336
Q610522,Q3823169
Q61198,Q7732913
Q42156,Q27044661
Q7032677,Q1666515
Q7611785,Q5032165
Q315949,Q3209422
Q3428546,Q18124506
Q7804510,Q7091339
Q160783,Q3209435
Q3521629,Q18124746
Q311005,Q27044662
Q454984,Q11898532
Q21099859,Q5032211
Q4758259,Q7091345
Q115674,Q3823214
Q556815,Q7732921
Q1138463,Q18126605
Q172140,Q1666691
Q1236131,Q3209443
Q2548961,Q11898560
Q177411,Q27044663
Q41502,Q7091356
Q8003474,Q5032656
Q309786,Q3823224
Q17198721,Q18126637
Q287701,Q11898563
Q3854221,Q7091392
Q3385754,Q27044666
Q5112009,Q7732924
Q11812,Q1668047
Q18098240,Q18126843
Q21099870,Q5032658
Q9711,Q3209463
Q1691383,Q3823233
Q181659,Q7732925
Q45723,Q27044667
Q707156,Q7091400
Q334842,Q5032673
Q76324,Q1669166
Q9488,Q18127351
Q18684900,Q18127351
Q11925067,Q3209477
Q3778990,Q3823250
Q648241,Q27044668
Q171091,Q7732927
Q193111,Q11899175
Q6538,Q1669964
Q7341458,Q5032858
Q44336,Q7091421
Q2927179,Q3209478
Q6986708,Q18127470
Q235308,Q3823252
Q129187,Q7732929
Q5387483,Q5033150
Q9049,Q1671448
Q76952,Q7091432
Q351145,Q18127507
Q986933,Q3209486
Q6483508,Q7732932
Q3939208,Q3823254
Q272076,Q1673215
Q1368527,Q7091441
Q11858263,Q11899221
Q76564,Q5033277
Q3378455,Q18127515
Q982717,Q3209496
Q616541,Q3823257
Q78972,Q5033322
Q25351,Q27044672
Q384522,Q7091456
Q7245,Q1673334
Q4941760,Q18127519
Q42156,Q27044673
Q504317,Q3823265
Q1389258,Q5033513
Q18207454,Q18127827
Q1669960,Q7091482
Q6213288,Q7732951
Q183848,Q1674125
Q272224,Q3209508
Q3783189,Q3823271
Q823003,Q5033852
Q293109,Q1674926
Q10306416,Q7091509
Q2419093,Q18128187
Q462649,Q3209520
Q192069,Q27044675
Q6186844,Q7732955
Q334219,Q3823279
Q556998,Q1675896
Q718463,Q5034258
Q636923,Q11899390
Q275392,Q7091530
Q1393388,Q3209522
Q369632,Q27044676
Q47619,Q18128356
Q233046,Q3823324
Q5354303,Q1676684
Q733850,Q5034473
Q5264,Q7091533
Q369632,Q27044678
Q520892,Q3209540
Q16194537,Q7732976
Q3740646,Q18128505
Q355438,Q3823329
Q44336,Q1676734
Q3425666,Q27044679
Q6700986,Q5035304
Q316818,Q18128665
Q452765,Q7091569
Q363227,Q7732988
Q123635,Q3209544
Q366266,Q3823331
Q4114325,Q3823331
Q40909,Q1677745
Q645074,Q27044680
Q366325,Q5035383
Q47619,Q18128782
Q355416,Q7091599
Q314966,Q3823338
Q7519344,Q7733012
Q358312,Q3209553
Q11886636,Q11899535
Q61627,Q1678667
Q9061,Q5035422
Q227137,Q18128914
Q272076,Q7733016
Q237514,Q7091607
Q1054316,Q3823340
Q3048,Q27044682
Q5752,Q3209557
Q9061,Q5035423
Q34787,Q5035423
Q16989463,Q11899566
Q563699,Q3823342
Q8009794,Q18130511
Q5259874,Q7733026
Q722103,Q7091621
Q2093698,Q3209558
Q9061,Q5035426
Q155547,Q1678727
Q333123,Q3823376
Q272076,Q7733032
Q505123,Q18130956
Q3564828,Q7091760
Q42037,Q3209569
Q1344622,Q27044687
Q3500849,Q5035540
Q123075,Q1679462
Q3341353,Q18145909
Q232260,Q7733034
Q665768,Q3823379
Q49325,Q27044689
Q46248,Q7091786
Q9711,Q3209596
Q21099911,Q5035786
Q63543,Q1679968
Q531563,Q18148097
Q665768,Q3823380
Q12903,Q7733035
Q292973,Q7091789
Q312632,Q27044690
Q231467,Q3209603
Q6152537,Q1681286
Q5230500,Q7733038
Q5335518,Q18148947
Q1243368,Q3823390
Q2066108,Q27044691
Q743079,Q7091791
Q217110,Q5035837
Q1462615,Q1681514
Q361149,Q3209610
Q266075,Q18149046
Q762799,Q7091810
Q3750648,Q3823393
Q228801,Q27044693
Q2939963,Q7733044
Q1248427,Q5035845
Q1423663,Q1683070
Q3173735,Q3209634
Q2016662,Q11899836
Q4885768,Q18149437
Q6003643,Q3823406
Q3806574,Q7733050
Q471854,Q5035917
Q16867,Q1683589
Q544207,Q27044694
Q6862109,Q7091831
Q486882,Q18150152
Q3838112,Q3823420
Q23441,Q3209638
Q1248427,Q5035972
Q187019,Q1685465
Q187019,Q7733063
Q369632,Q27044695
Q239739,Q3823447
Q315683,Q7091837
Q43144,Q18150329
Q236630,Q27044697
Q336571,Q1686088
Q961221,Q5036267
Q2831811,Q3823463
Q106465,Q18150407
Q16540099,Q3209647
Q2221096,Q7733074
Q5133322,Q7091861
Q345117,Q11900160
Q158394,Q1686412
Q1127989,Q27044698
Q234519,Q3823481
Q5398958,Q5036333
Q7026991,Q18150461
Q3703147,Q7091890
Q2647969,Q7733077
Q42037,Q3209650
Q16298945,Q11900224
Q47087,Q1686494
Q16297,Q5036486
Q4707269,Q18150777
Q155106,Q3823531
Q243027,Q7091899
Q9061,Q3209652
Q34787,Q3209652
Q6984069,Q7733088
Q1626247,Q7733088
Q1367995,Q5036488
Q9204,Q1687429
Q5970117,Q18151014
Q366150,Q3823558
Q315059,Q3209653
Q3735576,Q11900377
Q1878,Q1687431
Q685787,Q7733090
Q273993,Q7091904
Q16297,Q5036490
Q457608,Q18151069
Q369469,Q3823560
Q2916929,Q3209656
Q991736,Q7733091
Q67936,Q1688240
Q3120141,Q3823564
Q16297,Q5036494
Q4278041,Q11900473
Q10359314,Q27044707
Q275188,Q18151233
Q762799,Q7733122
Q2005172,Q7091923
Q331845,Q1688364
Q6498881,Q5036688
Q366266,Q3823569
Q1138528,Q3823569
Q294918,Q7733138
Q410,Q7733138
Q345117,Q11900481
Q139850,Q18151511
Q602468,Q3209669
Q2494,Q1688387
Q334219,Q3823596
Q359513,Q7091925
Q339577,Q5036749
Q1622795,Q7733150
Q638179,Q18151531
Q472568,Q27044709
Q454984,Q11900531
Q350404,Q3209674
Q207036,Q7091945
Q2494,Q1688390
Q337351,Q3823605
Q449234,Q5036790
Q5236207,Q7733153
Q277308,Q18151875
Q228546,Q1691889
Q427886,Q7092199
Q334219,Q3823678
Q5214897,Q27044712
Q6515,Q5036802
Q345249,Q3209676
Q366040,Q7733159
Q2605075,Q7092268
Q949700,Q1691967
Q923530,Q3823685
Q7364336,Q7733162
Q2550486,Q5036838
Q313185,Q3209683
Q5235861,Q7092411
Q2603691,Q27044714
Q3779421,Q3823687
Q3165520,Q3209687
Q7387645,Q18152035
Q451009,Q7733171
Q2550486,Q5036839
Q2603691,Q27044715
Q232260,Q7092435
Q548164,Q1695305
Q67308,Q3823721
Q2372229,Q3209689
Q3042386,Q27044716
Q2550486,Q5036841
Q129130,Q18152120
Q43736,Q7092452
Q1751913,Q3823741
Q93354,Q1696655
Q536913,Q7733185
Q1347163,Q3209695
Q1791585,Q27044717
Q281767,Q7092505
Q275707,Q18152780
Q2550486,Q5036842
Q107002,Q3823748
Q1971168,Q3209702
Q711830,Q3209702
Q219124,Q7733189
Q466660,Q7733189
Q962004,Q18153010
Q134180,Q7092524
Q140135,Q27044719
Q328688,Q1700742
Q2550486,Q5036843
Q3903206,Q3823768
Q725475,Q3209703
Q28542217,Q27044720
Q216134,Q7092531
Q2550486,Q5036844
Q313246,Q3823784
Q4957815,Q11901191
Q5258405,Q7733196
Q714485,Q3209704
Q570706,Q27044721
Q313193,Q1702731
Q4000305,Q3823803
Q178403,Q18153910
Q2550486,Q5036845
Q2367724,Q3209716
Q790762,Q7733198
Q190379,Q1704438
Q7982689,Q7092549
Q16488357,Q27044722
Q733151,Q3823806
Q333123,Q11901296
Q6231502,Q18154271
Q2550486,Q5036846
Q5478987,Q7733199
Q818632,Q3209720
Q72653,Q7092572
Q7060,Q27044723
Q455228,Q1706316
Q286600,Q3823813
Q263648,Q18154918
Q729121,Q7733205
Q121615,Q7092575
Q229369,Q5036850
Q16488357,Q27044724
Q231141,Q1708746
Q313193,Q3823816
Q1740091,Q18155090
Q6174593,Q5036877
Q15230348,Q7733211
Q520892,Q3209738
Q606389,Q27044725
Q551429,Q3823820
Q6231557,Q5036918
Q77024,Q1710847
Q272076,Q7092592
Q16202256,Q18155127
Q16662723,Q27044726
Q4993107,Q7733214
Q128790,Q3209740
Q718463,Q5036920
Q275188,Q1712217
Q235014,Q3823822
Q558425,Q7092629
Q366150,Q18155148
Q353866,Q27044727
Q555545,Q3209743
Q3183180,Q7733215
Q11867335,Q11901365
Q4253414,Q5036928
Q4253802,Q5036928
Q532336,Q1714108
Q2965629,Q27044730
Q34970,Q3823831
Q254820,Q7092631
Q733850,Q18155206
Q2831584,Q3209753
Q5237665,Q7733221
Q193111,Q11901368
Q722831,Q7092637
Q704759,Q27044731
Q198770,Q1718830
Q1044648,Q5036941
Q447240,Q3823832
Q2829704,Q3209796
Q19281586,Q18155267
Q180328,Q7092638
Q239897,Q27044732
Q197155,Q7733223
Q202693,Q1721878
Q438164,Q5036954
Q3749950,Q3823854
Q315069,Q3209843
Q61805,Q1721893
Q5261805,Q7733224
Q6107035,Q7733224
Q2965629,Q27044733
Q1984946,Q3209855
Q4999081,Q5037085
Q743079,Q5037085
Q146763,Q18155424
Q181677,Q3823856
Q298234,Q7092671
Q237413,Q1722517
Q14920000,Q27044735
Q438164,Q7733225
Q1366957,Q3823882
Q2009881,Q5037243
Q5045164,Q18155526
Q33391,Q3209863
Q190379,Q1723053
Q3086416,Q27044736
Q712596,Q7733231
Q272622,Q7092682
Q211542,Q11901881
Q12807,Q3823892
Q7539455,Q5037262
Q5236528,Q18155588
Q232260,Q7733234
Q237684,Q27044737
Q153670,Q3823893
Q153159,Q1723981
Q6958165,Q5037686
Q5236528,Q18155594
Q315072,Q3209877
Q220078,Q3823901
Q181920,Q7733238
Q437224,Q27044739
Q4200624,Q11902264
Q5354389,Q5037766
Q105756,Q1725082
Q298685,Q18155612
Q25973,Q7092729
Q238124,Q3823912
Q79025,Q3209885
Q316313,Q7733240
Q737519,Q11902365
Q21099921,Q5037793
Q298685,Q18155677
Q256796,Q7092737
Q168542,Q1725092
Q2899381,Q3209894
Q1095394,Q27044741
Q309786,Q3823915
Q547414,Q7733246
Q333713,Q5037795
Q489193,Q7092771
Q353137,Q18155680
Q464802,Q3209897
Q322480,Q1727087
Q26255298,Q27044742
Q166351,Q7733248
Q2470299,Q3823921
Q451136,Q7092776
Q361653,Q5037797
Q9287822,Q18155714
Q40946,Q1728631
Q2851265,Q3209917
Q217557,Q7733253
Q336081,Q7092827
Q3682835,Q3823929
Q615049,Q5037816
Q39829,Q18155726
Q721766,Q1729647
Q927313,Q3209919
Q3165809,Q27044744
Q318431,Q7733256
Q217619,Q7092853
Q334219,Q3823938
Q7648133,Q5037910
Q443109,Q3209921
Q1350599,Q7733261
Q16202256,Q18155800
Q1397450,Q1731802
Q3165809,Q27044746
Q334997,Q3823944
Q458860,Q7733264
Q1593961,Q3209950
Q1434925,Q18156665
Q128790,Q1732704
Q318099,Q27044747
Q297425,Q3823946
Q4859309,Q5038033
Q9312,Q7733268
Q1250094,Q3209958
Q1581069,Q1734076
Q921774,Q27044749
Q776341,Q18156729
Q1918860,Q5038124
Q751465,Q3823958
Q4864611,Q7092881
Q193111,Q11902752
Q6418571,Q7733277
Q215937,Q3209995
Q103114,Q1734550
Q181677,Q5038196
Q3660300,Q3823963
Q2744752,Q7092889
Q3485243,Q27044751
Q1686355,Q7733279
Q11690087,Q11902753
Q776341,Q18156877
Q217110,Q5038763
Q186326,Q3823973
Q3485243,Q27044752
Q1093783,Q7733286
Q1594527,Q1735048
Q61994,Q1735048
Q47467621,Q18157009
Q7032337,Q5038798
Q347461,Q3210024
Q742632,Q3823974
Q793895,Q3823974
Q649014,Q7092903
Q510320,Q7733293
Q6416667,Q27044753
Q736137,Q1735754
Q318845,Q3210036
Q628807,Q5038912
Q589497,Q18157138
Q6197904,Q7092926
Q3001533,Q7092926
Q12619835,Q27044755
Q7812556,Q7733296
Q910392,Q3823976
Q11599279,Q1735824
Q7637986,Q5038968
Q3340315,Q3210042
Q5481321,Q18158461
Q76357,Q27044756
Q762361,Q11903079
Q16194809,Q7092935
Q128837,Q7733304
Q3862976,Q3823983
Q868,Q1735826
Q1826831,Q27044757
Q5248368,Q5038993
Q3385446,Q3210045
Q6384092,Q7092974
Q912791,Q1736306
Q6397780,Q7733305
Q288477,Q27044758
Q3011405,Q3210051
Q255565,Q7092984
Q7327828,Q18159636
Q1594618,Q11903222
Q6538,Q1736859
Q5715395,Q7733311
Q272575,Q3824008
Q266205,Q5039283
Q720306,Q7092997
Q233046,Q3210059
Q2438479,Q3210059
Q3296191,Q18159817
Q313593,Q1736931
Q4731395,Q7733322
Q460366,Q3824009
Q26914688,Q27044761
Q354148,Q7092998
Q6899941,Q5039285
Q3118447,Q3210071
Q15490906,Q18159871
Q57382,Q1737982
Q337351,Q3824028
Q7518451,Q7093013
Q4988543,Q7733343
Q21099936,Q5039486
Q778585,Q3210072
Q510258,Q18159941
Q435227,Q1741761
Q309786,Q3824041
Q46926,Q7093031
Q712675,Q5039530
Q665144,Q27044764
Q6780145,Q18160022
Q57382,Q1741948
Q207359,Q3210073
Q729301,Q7093144
Q358188,Q3824055
Q472071,Q5039535
Q123078,Q7733378
Q219780,Q1742112
Q7293486,Q18160256
Q155669,Q11903437
Q744609,Q3210075
Q5423369,Q7093151
Q4720619,Q5039741
Q317142,Q3824058
Q298234,Q18160282
Q310400,Q7733381
Q583744,Q3210084
Q838661,Q7093169
Q740256,Q11904495
Q5040109,Q5040106
Q334219,Q3824059
Q76539,Q1746652
Q2966328,Q3210109
Q16208290,Q18160299
Q310400,Q7733382
Q3049533,Q11905697
Q112772,Q5040278
Q706370,Q7093172
Q190379,Q1747269
Q319547,Q3824069
Q7197,Q3210118
Q9036,Q7733385
Q5234801,Q7733385
Q18574323,Q18160320
Q1243319,Q7093184
Q10356551,Q27044776
Q333713,Q5042539
Q25161,Q1747425
Q313246,Q3824074
Q316313,Q7733392
Q730076,Q27044778
Q712565,Q3210121
Q505932,Q18160499
Q919277,Q5043764
Q312632,Q1747536
Q78494,Q3824077
Q3393862,Q11909467
Q2267491,Q3210140
Q7341551,Q5044082
Q39987,Q3824098
Q3431190,Q7733402
Q639274,Q18160732
Q6962746,Q5044128
Q210669,Q1747954
Q1345227,Q7093285
Q242162,Q3210153
Q9061186,Q27044781
Q3132876,Q3824115
Q4963375,Q7733410
Q2449906,Q1747956
Q742821,Q3210154
Q217790,Q7093348
Q730076,Q27044782
Q349619,Q18160941
Q705527,Q5044139
Q12002272,Q11913573
Q354085,Q3824137
Q319196,Q1748402
Q1331328,Q7733412
Q160640,Q3210155
Q7064427,Q7093377
Q730076,Q27044783
Q5542111,Q18161092
Q270070,Q3824140
Q3049533,Q11916237
Q231356,Q5044863
